Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-0344-NSX,2024-05-18,2025-04-20,Same Day,CUST-1656,Sharon May,Corporate,California,Central,Furniture,Tables,Extended eco-centric access,990.75,10.0,0.1,-3.91
,2025-03-17,2025-04-20,First Class,CUST-9554,Jacob Lynch,Corporate,Georgia,West,Technology,Machines,Centralized solution-oriented algorithm,1108.05,10.0,0.34,402.97
ORD-6476-bMK,2024-06-10,2025-04-20,Second Class,CUST-2620,Carol Barker,Home Office,,West,Furniture,Chairs,Streamlined disintermediate initiative,526.65,10.0,0.43,681.0
ORD-6441-aSL,2025-02-04,2025-04-20,Second Class,CUST-5684,Michele Graham,Home Office,California,Central,Technology,Copiers,Open-architected national utilization,1364.55,8.0,0.0,227.11
ORD-3912-apg,2024-10-12,2025-04-20,Standard Class,CUST-6973,Heather Roach,Corporate,Ohio,Central,Technology,Phones,Optimized maximized system engine,252.22,9.0,0.23,161.47
ORD-3116-OSM,2024-11-20,2025-04-20,First Class,CUST-7025,Devin Carter,Corporate,Ohio,South,Furniture,Tables,Synchronized system-worthy analyzer,639.32,7.0,0.1,-118.19
ORD-2305-dbv,2024-08-13,2025-04-20,Second Class,CUST-7152,Eric Roth,Home Office,Ohio,East,Technology,Phones,Open-architected didactic strategy,1834.82,4.0,0.08,110.81
ORD-1396-iWp,2024-07-20,2025-04-20,First Class,CUST-1173,Alyssa Brown,Corporate,Ohio,East,Technology,Phones,Switchable leadingedge encoding,1189.14,6.0,0.42,47.15
ORD-0206-VCS,2024-10-14,2025-04-20,Standard Class,CUST-9928,James King,Consumer,Pennsylvania,West,Office Supplies,Paper,Enhanced tangible knowledge user,1887.66,10.0,0.31,564.1
ORD-0597-wjp,2024-12-10,2025-04-20,First Class,CUST-6542,Eric Campos,Consumer,California,,Technology,Machines,Pre-emptive uniform open architecture,761.02,2.0,0.39,-138.0
ORD-6911-Sms,2024-12-09,2025-04-20,Standard Class,CUST-4007,Jonathan Perez,Home Office,Ohio,East,Office Supplies,Binders,Sharable homogeneous implementation,212.64,1.0,0.28,94.92
ORD-6504-Pbz,2025-02-06,2025-04-20,First Class,CUST-4215,Stephen Mckenzie,Home Office,Ohio,West,Office Supplies,Labels,Grass-roots 3rdgeneration Internet solution,1730.52,10.0,0.01,183.92
ORD-1235-Bpe,2024-05-30,2025-04-20,First Class,CUST-8356,Stanley Sanchez,Corporate,California,South,Office Supplies,Storage,Focused exuding complexity,1039.25,10.0,0.1,-97.31
ORD-6583-TpF,2025-03-22,2025-04-20,Second Class,CUST-1626,Linda Kelley,,New York,Central,Technology,Phones,Profound uniform alliance,717.23,8.0,0.36,244.62
ORD-6555-pQM,2024-06-16,2025-04-20,First Class,CUST-9041,Tracy Garcia,Consumer,New York,Central,Furniture,Tables,Ergonomic encompassing policy,1173.2,9.0,0.48,554.37
ORD-0616-JBJ,2025-01-16,2025-04-20,Second Class,CUST-2622,Cynthia Bowen,Consumer,Georgia,Central,Office Supplies,Storage,Virtual zero-defect ability,1210.63,5.0,0.18,
ORD-3026-WFi,2025-01-31,2025-04-20,First Class,CUST-0896,Mr. James Guerra DDS,Consumer,California,South,Technology,Accessories,Total discrete service-desk,694.19,4.0,0.32,1.26
ORD-9259-CvA,2024-11-20,2025-04-20,Second Class,CUST-7429,Bruce Allen,Home Office,Georgia,South,Furniture,Bookcases,Enterprise-wide motivating groupware,1203.53,6.0,0.43,366.1
ORD-0177-uMK,2024-09-20,2025-04-20,Standard Class,CUST-9908,Jacqueline Wagner,Corporate,Pennsylvania,West,Office Supplies,Storage,Synchronized reciprocal model,218.65,1.0,0.25,719.95
ORD-7237-QGO,2024-05-11,2025-04-20,Second Class,CUST-6249,Todd Navarro,Corporate,Florida,West,Technology,Accessories,Function-based secondary protocol,966.68,6.0,0.4,175.91
ORD-5125-IXr,2024-06-08,2025-04-20,First Class,CUST-4095,Brett Coleman,Corporate,California,East,Office Supplies,Paper,Multi-channeled tertiary array,722.19,9.0,0.06,90.58
ORD-3297-Nkb,2024-09-30,2025-04-20,First Class,CUST-9896,Michael Mayer,Consumer,Florida,West,Furniture,Bookcases,Team-oriented maximized methodology,575.36,4.0,0.44,518.84
ORD-3630-qcE,2025-04-11,2025-04-20,Second Class,CUST-9880,Tammy Wright,Consumer,Florida,East,Office Supplies,Storage,Up-sized global hardware,360.39,5.0,0.46,-179.01
ORD-6893-iFD,2025-04-08,2025-04-20,Same Day,CUST-8999,Sheryl Wolf,Home Office,Texas,Central,Technology,Accessories,Persistent actuating attitude,1872.87,5.0,0.23,169.64
ORD-8740-frB,2024-07-14,2025-04-20,Same Day,CUST-7731,Michael Rush,Home Office,Texas,East,Office Supplies,Paper,Face-to-face motivating matrices,297.42,3.0,0.4,-8.32
ORD-3713-ktA,2024-08-12,2025-04-20,Standard Class,CUST-0649,Rebecca Elliott,Home Office,Ohio,West,Office Supplies,Pens,Cross-platform solution-oriented initiative,1842.82,10.0,0.29,654.44
ORD-3838-WLF,2024-11-28,2025-04-20,Standard Class,CUST-9929,Mike Gregory,Consumer,California,Central,Office Supplies,Paper,Universal high-level Internet solution,1746.97,9.0,0.48,685.83
ORD-3144-CbY,2024-07-26,2025-04-20,Same Day,CUST-7333,Timothy Galvan,Home Office,Texas,West,Furniture,Chairs,Persistent clear-thinking extranet,1022.14,9.0,0.19,318.89
ORD-0615-VFe,2024-08-08,2025-04-20,Standard Class,CUST-4839,Kristopher Dickson,Home Office,Georgia,South,Furniture,Bookcases,Function-based multi-state toolset,952.78,10.0,0.2,721.19
ORD-6638-sgH,2025-04-10,2025-04-20,Second Class,CUST-9045,Diane Sanchez,Consumer,Florida,South,Technology,Phones,Open-source national open system,1727.7,7.0,0.11,225.02
ORD-9318-BjF,2024-08-14,2025-04-20,Second Class,CUST-1687,Sara Ryan,Corporate,Illinois,East,Office Supplies,Storage,Realigned explicit interface,277.32,2.0,0.15,318.82
ORD-4302-nkx,2025-04-02,2025-04-20,Same Day,CUST-5765,John Valdez,Home Office,Pennsylvania,South,Furniture,Chairs,Intuitive hybrid parallelism,907.79,7.0,0.2,604.5
ORD-2394-xCc,2024-05-10,2025-04-20,Same Day,CUST-0734,Mrs. Wendy Gutierrez,Consumer,New York,South,Office Supplies,Pens,Public-key asynchronous Graphic Interface,475.24,2.0,0.18,-117.58
ORD-0905-XBJ,2024-05-23,2025-04-20,Standard Class,CUST-6654,Sharon Nunez,Consumer,Texas,East,Technology,Phones,Balanced fresh-thinking conglomeration,151.98,1.0,0.27,133.76
ORD-9034-AvU,2024-11-18,2025-04-20,Standard Class,CUST-4659,Carol Branch,Corporate,Illinois,West,Technology,Copiers,Multi-layered global monitoring,1414.23,3.0,0.5,552.38
ORD-4051-Bof,2024-09-14,2025-04-20,First Class,CUST-0353,Jenna Ball,Corporate,Illinois,Central,Technology,Copiers,Front-line 4thgeneration software,1568.43,7.0,0.47,621.86
ORD-6576-rDl,2025-04-20,2025-04-20,Same Day,CUST-8148,Shelley Anderson,Home Office,New York,South,,Phones,Fully-configurable exuding installation,462.88,4.0,0.24,315.83
ORD-9516-UqT,2024-05-16,2025-04-20,Same Day,CUST-8404,Sydney Rodriguez,Corporate,Texas,Central,Technology,Machines,Persistent secondary Graphical User Interface,1693.15,7.0,0.39,497.94
ORD-5682-DvA,2024-08-17,2025-04-20,Same Day,CUST-8873,Adam Bell,Home Office,California,Central,Furniture,Furnishings,Cross-platform explicit project,286.51,3.0,0.15,537.81
ORD-1221-DxZ,2024-06-26,2025-04-20,Standard Class,CUST-1866,Michael Murphy,Consumer,Ohio,South,Office Supplies,Pens,Distributed impactful budgetary management,1374.67,7.0,0.38,490.52
ORD-3192-MCJ,2024-05-12,2025-04-20,First Class,CUST-1815,Devin Moreno,Home Office,California,West,Office Supplies,Pens,Up-sized static approach,315.85,6.0,0.28,599.15
ORD-4178-AUS,2025-03-15,2025-04-20,Same Day,CUST-0661,Bryan Jones,Consumer,Ohio,East,Technology,Machines,Exclusive zero administration product,1073.64,4.0,0.24,128.84
ORD-3704-Mov,2024-07-15,2025-04-20,First Class,CUST-9716,Jasmine Wells,Consumer,Texas,West,Office Supplies,Pens,Multi-layered web-enabled matrix,73.8,10.0,0.24,-13.31
ORD-1142-CMp,2025-03-20,2025-04-20,Standard Class,CUST-6416,April Gray,Consumer,Florida,Central,Furniture,Furnishings,Grass-roots reciprocal system engine,1322.54,2.0,0.23,168.65
ORD-3650-IiF,2024-07-15,2025-04-20,Standard Class,CUST-3726,Roberta James,Corporate,Ohio,West,Furniture,Tables,Digitized system-worthy application,1979.29,3.0,0.27,278.25
ORD-6636-xqT,2025-02-15,2025-04-20,Second Class,CUST-1251,Laura Mclean,Consumer,Florida,Central,Furniture,Furnishings,Up-sized intangible strategy,870.08,8.0,0.08,375.09
ORD-2063-nQL,2024-08-15,2025-04-20,Second Class,CUST-4961,Cathy Miller,Home Office,Georgia,Central,Office Supplies,Storage,Networked 6thgeneration open architecture,411.39,3.0,0.22,624.58
ORD-9253-xxi,2024-07-13,2025-04-20,Standard Class,CUST-6772,Brianna Evans,Home Office,Georgia,South,Technology,Accessories,Implemented national Internet solution,930.76,1.0,0.37,87.91
ORD-1885-uHy,2024-06-28,2025-04-20,Standard Class,CUST-2058,Emily Henry,Corporate,New York,South,Office Supplies,Pens,Progressive upward-trending neural-net,505.78,10.0,0.37,257.83
ORD-7143-peh,2024-05-21,2025-04-20,First Class,CUST-9837,Janice Brown,Corporate,California,West,Technology,Accessories,Multi-lateral secondary system engine,1772.23,3.0,0.14,428.08
ORD-3819-RWb,2024-10-05,2025-04-20,Second Class,CUST-2172,Carl Lopez,Corporate,Ohio,East,Office Supplies,Binders,Centralized optimal archive,1990.68,2.0,0.38,304.39
ORD-9988-vXQ,2024-06-26,2025-04-20,Same Day,CUST-9691,Laura Young,Consumer,Illinois,West,Office Supplies,Labels,Vision-oriented bottom-line forecast,,8.0,0.01,438.87
ORD-6491-Rui,2024-09-14,2025-04-20,Same Day,CUST-7825,Renee Davies,Corporate,Ohio,West,Technology,Machines,Inverse uniform strategy,799.38,1.0,0.13,509.1
ORD-6318-DsD,2024-10-20,2025-04-20,Same Day,CUST-4603,Dawn Stephens,Corporate,Georgia,East,Furniture,Bookcases,Balanced bifurcated superstructure,174.27,4.0,0.36,237.72
ORD-7704-MBS,2024-11-03,2025-04-20,Second Class,CUST-4402,Christopher Stewart,Consumer,California,East,Office Supplies,Pens,Persevering well-modulated project,362.7,2.0,0.27,190.85
,2024-10-01,2025-04-20,Standard Class,CUST-0507,,Consumer,Georgia,Central,Furniture,Chairs,Synchronized actuating process improvement,364.1,1.0,0.45,332.3
ORD-1551-DwG,2024-11-01,2025-04-20,First Class,CUST-0579,Ricky Gray,Corporate,Illinois,South,Office Supplies,Binders,Future-proofed multi-tasking collaboration,114.31,1.0,0.02,177.4
ORD-1772-SCE,2024-09-08,2025-04-20,Standard Class,CUST-8426,Bradley Harris,Consumer,Florida,East,Furniture,Tables,Profit-focused next generation definition,41.92,1.0,0.49,137.12
ORD-1578-XEF,2025-02-16,2025-04-20,Second Class,CUST-5334,Jonathan Coleman,Consumer,New York,West,Furniture,Chairs,Fundamental solution-oriented access,97.58,9.0,0.05,127.14
ORD-9301-FrD,2024-06-11,2025-04-20,Second Class,CUST-1543,Stephanie Rogers,Home Office,Ohio,South,Technology,Accessories,Intuitive didactic capacity,250.4,4.0,0.05,123.37
ORD-9294-wgg,2024-09-27,2025-04-20,Standard Class,CUST-0154,Kaitlyn Salazar,Consumer,Ohio,West,Furniture,Furnishings,Organic uniform adapter,922.96,2.0,0.33,78.46
ORD-4202-mDU,2024-08-10,2025-04-20,First Class,CUST-7188,Ellen Perez,Consumer,Florida,South,Technology,Copiers,Public-key fault-tolerant knowledge user,610.05,10.0,0.25,790.47
ORD-8214-xeV,2025-03-08,2025-04-20,Standard Class,CUST-4378,Erin Obrien,Consumer,Pennsylvania,South,Technology,Accessories,Customer-focused discrete functionalities,1359.02,3.0,0.17,435.35
ORD-9048-wsa,2024-08-12,2025-04-20,Same Day,CUST-5019,Joshua Scott,Consumer,Pennsylvania,East,Technology,Copiers,Programmable systematic approach,1220.98,10.0,0.22,311.03
,2024-06-19,2025-04-20,First Class,CUST-4954,John Mullins,Consumer,California,East,Technology,Accessories,User-friendly intermediate secured line,624.61,7.0,0.38,419.77
ORD-5439-oMH,2024-09-05,2025-04-20,Standard Class,CUST-5182,Justin Patton,Corporate,Illinois,West,Furniture,Tables,Vision-oriented interactive infrastructure,311.82,4.0,0.32,38.06
ORD-0492-Qrh,2024-09-14,2025-04-20,Standard Class,CUST-1230,Mrs. Crystal Lara MD,Consumer,Illinois,Central,Technology,Machines,Multi-lateral reciprocal neural-net,1290.77,1.0,0.26,777.57
ORD-6606-yMj,2024-07-13,2025-04-20,First Class,CUST-1336,Charles Adams,Consumer,Pennsylvania,Central,Technology,Copiers,Grass-roots user-facing capacity,492.08,9.0,0.03,717.68
ORD-2159-Gpp,2024-12-01,2025-04-20,Same Day,CUST-0756,Chad Mathews,Home Office,Pennsylvania,West,Furniture,Tables,Persevering value-added synergy,890.3,1.0,0.03,291.64
ORD-1921-XDq,2024-07-21,2025-04-20,Second Class,CUST-3378,Allen Hutchinson MD,Consumer,New York,East,Furniture,Chairs,Down-sized real-time framework,355.61,9.0,0.42,731.81
ORD-3488-cTp,2024-07-12,2025-04-20,Same Day,CUST-0996,Laura Robinson,Home Office,Georgia,Central,Furniture,Chairs,Innovative holistic utilization,336.68,4.0,0.12,-23.56
ORD-7556-ZlT,2024-09-18,2025-04-20,Standard Class,CUST-0241,Eric Phillips,Home Office,Georgia,West,Furniture,Bookcases,Reduced hybrid protocol,551.0,8.0,0.04,772.56
ORD-7599-TvB,2024-09-25,2025-04-20,Second Class,CUST-3815,Sarah Miller,Corporate,Georgia,South,Office Supplies,Labels,Managed cohesive complexity,1015.53,7.0,0.38,619.6
ORD-0013-lxl,2024-07-19,2025-04-20,Same Day,CUST-7693,Tammy Lawson,Corporate,Texas,Central,Office Supplies,Binders,Fully-configurable fault-tolerant emulation,1194.41,3.0,0.28,-24.3
ORD-8495-HSU,2024-05-17,2025-04-20,Standard Class,CUST-7385,Jessica Fox,Corporate,Illinois,South,Office Supplies,Labels,Integrated incremental instruction set,1128.66,8.0,0.04,-63.34
ORD-6904-ZqM,2024-08-17,2025-04-20,Second Class,CUST-6883,Christopher Martin,Consumer,California,East,Office Supplies,Paper,Versatile explicit core,1724.69,6.0,0.25,725.69
ORD-2995-Vrh,2025-02-19,2025-04-20,Same Day,CUST-2767,Alicia Bishop,Corporate,Illinois,East,Office Supplies,Pens,Devolved scalable application,823.49,1.0,0.5,-75.52
ORD-9870-yCJ,2025-02-05,2025-04-20,Second Class,CUST-6407,,Corporate,Illinois,Central,Technology,Accessories,Extended 5thgeneration synergy,1024.12,8.0,0.32,168.18
ORD-6804-YrW,2024-07-27,2025-04-20,Same Day,CUST-9049,William Floyd,Home Office,Florida,West,Furniture,Furnishings,Advanced regional database,960.67,6.0,0.32,476.43
ORD-6695-rLa,2024-08-19,2025-04-20,Standard Class,CUST-7441,Peter Lane,Home Office,Georgia,West,Technology,Accessories,Seamless needs-based challenge,516.03,10.0,0.29,462.6
ORD-8137-dqv,2025-02-07,2025-04-20,First Class,CUST-4089,Zachary Robinson,Consumer,Ohio,South,Furniture,Chairs,Intuitive contextually-based interface,1415.08,2.0,0.26,-11.18
ORD-0223-AGV,2025-04-06,2025-04-20,Same Day,CUST-5698,Wendy Howell,Corporate,Illinois,South,Office Supplies,Paper,Persevering even-keeled circuit,1176.3,7.0,0.38,724.32
ORD-0229-iCy,2024-09-11,2025-04-20,Standard Class,CUST-7245,Jill Burton,Consumer,Illinois,West,Furniture,Chairs,User-centric object-oriented task-force,1860.73,7.0,0.35,-193.58
ORD-0858-upp,2024-05-17,2025-04-20,First Class,CUST-8704,Joshua Wade,Consumer,Texas,South,Furniture,Furnishings,Balanced directional leverage,1054.67,5.0,0.37,-29.37
ORD-9770-Vzg,2025-04-06,2025-04-20,Second Class,CUST-6937,Kristina Collins,Consumer,Georgia,West,Office Supplies,Paper,Quality-focused maximized project,1010.2,2.0,0.23,614.37
ORD-4321-vzB,2024-10-04,2025-04-20,First Class,CUST-1908,Stephanie Gonzalez,Home Office,New York,West,Furniture,Tables,Down-sized next generation knowledgebase,526.11,7.0,0.22,712.97
ORD-7434-CgP,2024-05-15,2025-04-20,First Class,CUST-4933,Nancy Moore,Corporate,Texas,South,Furniture,Tables,Self-enabling client-server open architecture,258.12,2.0,0.17,385.65
ORD-3034-Phv,2024-04-25,2025-04-20,First Class,CUST-3931,Patricia Harris,Consumer,California,Central,Office Supplies,Labels,Vision-oriented scalable encryption,1506.08,1.0,0.33,589.21
ORD-8325-ARr,2024-07-15,2025-04-20,Second Class,CUST-0123,Diana Hernandez,Home Office,California,South,Furniture,Chairs,Multi-layered holistic data-warehouse,1209.94,5.0,0.47,273.23
ORD-3498-nyg,2024-06-10,2025-04-20,Same Day,CUST-1955,Jacob Andrews,Corporate,Pennsylvania,Central,Office Supplies,Storage,Multi-layered content-based intranet,1998.9,4.0,0.47,465.08
ORD-9540-Hbz,2025-03-01,2025-04-20,First Class,CUST-9259,Tina Lopez,Corporate,Pennsylvania,East,Office Supplies,Storage,Re-engineered non-volatile intranet,16.14,7.0,0.36,687.97
ORD-0262-HZD,2024-06-19,2025-04-20,First Class,CUST-4178,Lisa Morton,Home Office,Illinois,West,Furniture,Chairs,Upgradable coherent function,743.18,10.0,0.34,669.85
ORD-6424-KUH,2024-04-24,2025-04-20,Second Class,CUST-1882,Shane Molina,Consumer,Pennsylvania,East,Technology,Machines,Ergonomic homogeneous moderator,1271.22,1.0,0.48,535.81
ORD-8760-qdK,2025-04-06,2025-04-20,Second Class,CUST-3324,Stephanie Barber,Home Office,Georgia,South,Technology,Machines,Reverse-engineered tangible utilization,1481.02,2.0,0.17,739.08
ORD-6016-UBo,2024-07-19,2025-04-20,Same Day,CUST-3198,William Kirby,Corporate,Florida,West,Office Supplies,Binders,Upgradable 24hour service-desk,1741.02,10.0,0.39,516.67
ORD-4736-ShL,2024-10-29,2025-04-20,Same Day,CUST-6682,Kevin Garrett,Consumer,Illinois,South,Furniture,Tables,Virtual client-driven implementation,344.43,8.0,0.48,282.17
ORD-0672-hOW,2025-03-10,2025-04-20,Second Class,CUST-0918,Gary Brown,Consumer,New York,East,Technology,,Decentralized radical capability,219.88,1.0,0.08,728.97
ORD-8443-GfH,2024-09-30,2025-04-20,Second Class,CUST-9364,John Flynn,Home Office,Illinois,South,Office Supplies,Pens,Devolved 5thgeneration knowledgebase,1903.49,2.0,0.33,722.74
ORD-9653-VQE,2025-03-12,2025-04-20,First Class,CUST-5856,Christina Nielsen,Home Office,Pennsylvania,West,Technology,Machines,Digitized multi-tasking moderator,1864.24,10.0,0.03,143.23
ORD-0965-nUl,2025-03-25,2025-04-20,Same Day,CUST-7400,Joshua Johnson,Consumer,Florida,Central,Technology,Machines,Decentralized intermediate budgetary management,240.22,2.0,0.06,140.24
ORD-3441-OsP,2025-02-02,2025-04-20,First Class,CUST-3669,Sheila Osborn,Home Office,Pennsylvania,West,Technology,Accessories,Mandatory local instruction set,1708.13,7.0,0.29,-198.32
ORD-1397-vOS,2025-01-04,2025-04-20,Same Day,,Cheryl Cruz,Corporate,Pennsylvania,Central,Furniture,Tables,Persistent secondary access,1597.06,3.0,0.26,401.62
ORD-6781-FYe,2025-03-06,2025-04-20,Same Day,CUST-7397,Jeffery George,Consumer,Georgia,Central,Furniture,Chairs,Organic tertiary middleware,297.95,5.0,0.42,299.83
ORD-7853-rhM,2024-06-22,2025-04-20,Standard Class,CUST-9649,Shawn Hampton,Consumer,California,Central,Office Supplies,Paper,Visionary hybrid project,,2.0,0.14,647.67
ORD-4977-HJR,2025-04-18,2025-04-20,Second Class,CUST-8693,Brenda Ferrell,Corporate,Illinois,South,Technology,Machines,Switchable incremental data-warehouse,127.04,6.0,0.08,516.77
ORD-5442-Xiy,2024-09-13,2025-04-20,First Class,CUST-0598,Jeffrey Rodriguez,Consumer,Georgia,South,Technology,Accessories,Upgradable leadingedge Internet solution,605.21,3.0,0.5,347.94
ORD-1128-rCL,2024-11-07,2025-04-20,Same Day,CUST-8493,Christopher Gill,Corporate,Ohio,South,Office Supplies,Labels,Innovative homogeneous projection,152.93,5.0,0.14,723.06
ORD-4911-Rcl,2025-04-15,2025-04-20,First Class,CUST-2181,Mrs. Lisa Smith,Consumer,Pennsylvania,East,Technology,Machines,Optional explicit functionalities,1701.12,5.0,0.23,-36.31
ORD-9654-LxT,2024-05-15,2025-04-20,Same Day,CUST-7136,Chelsea Strong,Corporate,New York,West,Furniture,Furnishings,Profit-focused 24hour hardware,444.09,4.0,0.37,-190.87
ORD-0548-GKJ,2024-08-01,2025-04-20,Second Class,CUST-4121,Mr. Richard Burke,Corporate,Ohio,West,Technology,Phones,Switchable non-volatile success,1852.71,2.0,0.18,273.88
ORD-7753-OYy,2024-12-17,2025-04-20,Standard Class,CUST-6978,Sheila Sharp,Home Office,Ohio,West,Furniture,Chairs,Upgradable multi-state encryption,1257.68,7.0,0.12,-81.2
ORD-1400-SKz,2024-07-25,2025-04-20,Standard Class,CUST-6193,Nicole Stein,Home Office,New York,South,Office Supplies,Labels,Re-engineered 24/7 strategy,1553.94,2.0,0.39,664.9
ORD-4842-XiT,2024-10-05,2025-04-20,Standard Class,CUST-9633,Joseph Moore,Home Office,Georgia,Central,Technology,Machines,Operative motivating structure,33.09,2.0,0.04,289.22
,2024-12-18,2025-04-20,First Class,CUST-1063,Terri Mason,Home Office,Georgia,Central,Technology,Accessories,Cloned foreground focus group,1390.51,2.0,0.4,
ORD-7144-JzC,2024-06-06,2025-04-20,Standard Class,CUST-8610,Amy Gregory,Home Office,New York,East,Office Supplies,Labels,Robust secondary neural-net,657.21,9.0,0.09,612.87
ORD-4556-lvt,2025-04-12,2025-04-20,Same Day,CUST-0545,Tyler Rodriguez,Consumer,Texas,West,Furniture,Furnishings,Configurable fresh-thinking algorithm,1931.71,2.0,0.09,399.1
ORD-1012-nDo,2025-01-20,2025-04-20,Same Day,CUST-1583,Patrick Gillespie,Corporate,Texas,East,Furniture,,Networked hybrid matrix,266.34,4.0,0.33,-112.18
ORD-0904-zCg,2025-03-22,2025-04-20,First Class,CUST-8817,Molly Warren,Consumer,Illinois,Central,Office Supplies,Binders,Synergized analyzing task-force,1932.89,3.0,0.21,745.23
ORD-7946-WLT,2024-10-13,2025-04-20,Standard Class,CUST-4967,Amber Smith,Consumer,Illinois,South,Furniture,Tables,Down-sized multimedia open system,288.31,8.0,0.35,322.67
ORD-1986-WCa,2024-05-28,2025-04-20,Second Class,CUST-9249,Jeremy Lewis,Home Office,Texas,East,Office Supplies,Storage,Secured well-modulated access,481.83,4.0,0.07,656.09
ORD-7734-YUv,2024-05-12,2025-04-20,Second Class,CUST-0151,Larry Smith,Home Office,Pennsylvania,Central,Furniture,Tables,Optimized discrete benchmark,265.7,10.0,0.21,349.85
ORD-3738-djU,2025-04-07,2025-04-20,Second Class,CUST-1399,Jacob Conrad,Corporate,Georgia,East,Office Supplies,Labels,Profound context-sensitive time-frame,1890.03,7.0,0.47,-56.76
ORD-1307-uZR,2024-11-14,2025-04-20,Standard Class,CUST-2920,Sarah Miller,Home Office,Florida,Central,Furniture,Chairs,Polarized bi-directional middleware,1131.65,9.0,0.3,219.69
ORD-2897-LYK,2025-01-17,2025-04-20,Same Day,CUST-2653,Daniel Davis,Corporate,California,West,Furniture,Bookcases,Team-oriented cohesive installation,164.27,2.0,0.27,483.98
ORD-2472-qll,2025-04-09,2025-04-20,Standard Class,CUST-1519,Benjamin Williams,Home Office,Texas,Central,Office Supplies,Binders,Optional well-modulated frame,1819.4,5.0,0.07,598.1
ORD-4384-wOE,2025-01-07,2025-04-20,First Class,CUST-4505,Michael Morgan DDS,Corporate,Florida,South,Office Supplies,Binders,Synchronized secondary moratorium,1904.05,2.0,0.09,528.33
ORD-5057-ZZr,2025-01-07,2025-04-20,Same Day,CUST-3036,Stacey Winters,Consumer,Pennsylvania,Central,Office Supplies,Storage,Quality-focused executive website,1107.57,10.0,0.05,-152.04
ORD-2880-coL,2025-01-07,2025-04-20,Second Class,CUST-8077,Michelle Floyd,Corporate,Ohio,South,Office Supplies,Labels,Focused zero-defect data-warehouse,1188.7,5.0,0.0,313.57
ORD-1228-yui,2025-03-19,2025-04-20,Second Class,CUST-1390,Andre Russell,Corporate,Illinois,East,Furniture,Tables,Phased disintermediate service-desk,1837.7,6.0,0.35,49.11
ORD-6958-MbP,2024-07-02,2025-04-20,Same Day,CUST-9112,Daniel Robinson,Consumer,Georgia,Central,Technology,Machines,Profit-focused methodical approach,1598.95,,0.14,752.62
ORD-7872-iXb,2024-12-11,2025-04-20,Standard Class,CUST-2123,Tim Warner,Home Office,Texas,Central,Technology,Accessories,Ergonomic 24hour interface,818.96,6.0,0.42,434.68
ORD-4355-jLQ,2024-10-23,2025-04-20,First Class,CUST-0478,Carol Villarreal,Consumer,California,East,Furniture,Tables,Streamlined optimizing moderator,1489.38,9.0,0.46,608.35
ORD-5274-qhE,2024-11-01,2025-04-20,Second Class,CUST-4124,Stephen Gill,Corporate,Georgia,East,,Furnishings,Secured solution-oriented superstructure,816.89,10.0,0.1,631.4
ORD-9401-HOn,2024-07-29,2025-04-20,Standard Class,CUST-6300,Gina Lane,Consumer,California,South,Furniture,Furnishings,Organic well-modulated budgetary management,1929.65,9.0,0.45,-25.19
ORD-1914-Abp,2025-02-06,2025-04-20,Standard Class,CUST-9202,Cheryl Parker,Consumer,Ohio,South,Office Supplies,Paper,Visionary global success,764.4,6.0,0.48,137.96
ORD-5294-hkd,2024-12-27,2025-04-20,First Class,CUST-6414,Dale Reed,Corporate,Illinois,South,Technology,Accessories,Pre-emptive composite challenge,594.15,4.0,0.0,431.18
ORD-7632-vfT,2024-11-25,2025-04-20,Standard Class,CUST-9172,Isabella Whitney,Home Office,California,South,Office Supplies,Paper,Extended 6thgeneration algorithm,1786.06,,0.03,-194.11
ORD-2416-rLu,2024-12-13,2025-04-20,Standard Class,CUST-4651,Victoria Wright,Corporate,Texas,East,Office Supplies,Pens,Operative reciprocal product,705.95,3.0,0.2,-191.14
ORD-2348-JUQ,2024-05-10,2025-04-20,Second Class,CUST-3368,Jeremy Johnson,Consumer,New York,South,Office Supplies,Labels,Upgradable radical firmware,256.45,8.0,0.0,569.45
ORD-9017-lMb,2024-05-20,2025-04-20,Same Day,CUST-3029,Michael Flores,Corporate,Pennsylvania,Central,Office Supplies,Paper,Realigned needs-based info-mediaries,735.35,3.0,0.27,69.48
ORD-2839-eQw,2025-02-08,2025-04-20,Second Class,CUST-6655,David Price,Consumer,Pennsylvania,South,Office Supplies,Labels,Triple-buffered human-resource Internet solution,21.56,4.0,0.06,84.9
ORD-1629-RaY,2024-05-25,2025-04-20,Same Day,CUST-4582,Lisa Glass,Home Office,Pennsylvania,East,Furniture,Furnishings,Exclusive systemic customer loyalty,329.02,4.0,0.47,759.7
ORD-1654-QeB,,2025-04-20,Same Day,CUST-7578,Anthony Hill,Corporate,Georgia,West,Office Supplies,Binders,Advanced even-keeled strategy,656.53,7.0,0.25,723.56
ORD-6582-DFN,2024-11-18,2025-04-20,First Class,CUST-1466,Michael Keith,Consumer,California,,Office Supplies,Paper,Total 6thgeneration groupware,319.53,9.0,0.01,484.44
ORD-0793-CiH,2025-03-19,2025-04-20,Same Day,CUST-1899,Raymond Murphy,Home Office,California,South,Furniture,Bookcases,Implemented fault-tolerant core,965.58,5.0,0.24,560.9
